"[샤오미 미투 유모차를 사자는 거예요. ], 긍정 텍스트 확률 : 50.33%"
"[ 제품 구성품이라고 해봤자 간단해요. 설명서와 마이크로 핀 케이블이 동봉되어 있습니다. 제품의 본체는 상당히 부피가 있는 반면 무지 가벼워서 들고 다니기 좋아요. ], 긍정 텍스트 확률 : 93.11%"
"[ 이 제품의 가장 큰 장점은요. 대형 클립이 바닥면에 장착되어 있다는 것이에요. ], 긍정 텍스트 확률 : 97.38%"
"[ 그렇기 때문에 어느 곳이든 간에 고정 및 부착이 용이해서 우리 아가들 유모차에 달아 쓰기 무척 편리해요. ], 긍정 텍스트 확률 : 83.05%"
"[ 또한 클립의 고정력도 상당히 대단한 수준입니다. 여러모로 대충 만들지 않았다는 생각을 하게 만드는 제품이었어요.], 긍정 텍스트 확률 : 73.00%"
"[ 제품의 마감 또한 꼼꼼히 잘 만들어져 있고], 긍정 텍스트 확률 : 96.12%"
"[날개를 상당히 크기가 있는 중형으로 장착하여 충분히 만족할 만한 풍량을 제공해줍니다. ], 긍정 텍스트 확률 : 77.65%"
"[ 밤에 본 제품의 모습이에요. 무척 이쁘죠? 불빛이 팬 뒤쪽 모터 부분에 테두리 형태로 장착되어 있어요. ], 긍정 텍스트 확률 : 98.07%"
"[ 제품을 작동시키면 이런 모습이에요. 불빛과 시원한 바람이 잔잔한 분위기를 연출해주죠. ], 긍정 텍스트 확률 : 99.04%"
"[ 요새같이 더운 여름날에는 야외 캠핑을 가기 무척 좋지요. 시원한 계곡가에 놀러 가기도 좋고요. 그런 가운데 무거운 선풍기를 들고 다니기는 어렵고], 긍정 텍스트 확률 : 68.97%"
"[ 배송비는 원 나왔어요....... ......? 본문 이미지유모차모기장입니다지금 쓰는건 앞에 투명한 창?같은게 있는건데], 긍정 텍스트 확률 : 69.47%"
"[보나마나 맞을것같아요.ㅋ...... ......? 본문 이미지마트 카트커버에요.아이가 앉을 수 있어서 이제 마트가면 카트에 앉히고싶은데], 긍정 텍스트 확률 : 59.32%"
"[알아서하겠죠뭐ㅋㅋ...... ......? 본문 이미지샤오미 손세정제입니당.안까봤어요. 근데 써보고 괜찮으면 두개 더 사서 안방화장실이랑 주방에도 두려구요ㅋ주문번호 아이디 ], 긍정 텍스트 확률 : 56.96%"
"[ .?차량용공기청정기차량용공기청정기 .?샤오미공기청정기샤오미공기청정기 .?샤오미차량용공기청정기샤오미차량용공기청정기요즘 정말 미세먼지 때문에 미래가? 걱정이 된다.사실 나는 기관지가 건강한 편이라 미세먼지를 체감하지는 못했었는데미국에서 조금 살다가 한국으로 돌아 온 직 후], 긍정 텍스트 확률 : 91.70%"
"[엄청난 미세먼지가 닥쳐왔었다. 정말 미국 공기는 너무 좋았고 늘 푸른하늘이 일상이었는데ㅠㅠ계속 폰에 재난문자가 왔고], 긍정 텍스트 확률 : 95.49%"
"[우리는 어른이니 어느정도 면역체계가 잡혀있으니 그렇다 쳐도이젠 아기가 있으니 정말 미세먼지를 무시못하는 것 같다.가뜩이나 면역력도 약한 아기이고], 긍정 텍스트 확률 : 87.09%"
"[앞으로 이 미세먼지를 몇십년 동안 들이마신다면 나중에 어디가 어떻게 아플지도 모르는 상황인데다가 이전에 감기로 소아과 갔었는데 울 아기도 남편 닮아 기관지가 좀 약한 것 같다는 의사쌤의 말을 듣고 ㅠㅠ나는 정말 너무 슬펐다. 퓨퓨퓨 닮을 걸 닮아야지 ㅠㅠ 집에서야 늘 공기청정기를 켜놓고 사는데이동할때 차안에서나 아기 유모차 안에서도 공기청정기가 정말 필수 인 것 같아서이번에 차량용 공기청정기를 직접 후기를 비교해가며 골랐다. .?샤오미공기청정기샤오미공기청정기 ], 긍정 텍스트 확률 : 99.92%"
"[ 내가 고른것은 샤오미 공기청정기.사실 남편이 고름 ㅋㅋㅋㅋ 나는 주문만가성비가 좋고 성능이 괜찮은것 같다는 평이 많았다.요즘 차이슨이니 뭐니 워낙 샤오미의 품질?도 높게 사는 편이라 한번 샤오미 제품을 써보고싶기도 했다. 그리하여 도착을 했는데 직구형태라 배송까지 일주일이 넘게 걸림생각보다 박스가 커서 놀랐다. .?언박싱언박싱 ], 긍정 텍스트 확률 : 51.46%"
"[ 박스를 펼쳐보니메인 공기청정기 외에차량에 달 수 있는 거치대공기청정기를 연결하는 연결잭 청정기 연결할 때 차 헤드쪽에 대는 가죽패치설명서 등이 들어있다.버젼이라 로 연결 하는 줄 알았는데알고보니 연결잭은 차량용 시거잭에 하는거고 그 시거잭 자체에꽂을 수 있는 곳이 있어서 추가 연결이 가능 한 것 같다.], 긍정 텍스트 확률 : 72.52%"
"[ 생각보다 너무 커서 ㅋㅋㅋ 당황함내 손의 두배는 넘는 것 같다. 뭔가 대포스러움 ], 긍정 텍스트 확률 : 70.16%"
"[ 트렁크를 정면으로 봤을 때 설치 모습설치를 헤드에 벨트로 고정을 시키기 때문에같이 온 가죽패치가 가운데 타는 사람의 머리에 거슬리지 않게끔 해준다. 생각보다 청정기가 커서 설치 후 모습도 뭔가 대포스럽다 ㄷㄷㄷ ], 긍정 텍스트 확률 : 68.20%"
"[ 트렁크 쪽에서 바라본 공기청정기 모습.뭔가 듬직한 모습이다. ㅋㅋㅋㅋ이 샤오미 차량용 공기청정기의 가장 큰 장점을 앱으로 호환되어 리모콘 처럼 조절 할 수가 있다는 점인데], 긍정 텍스트 확률 : 95.32%"
"[일 이렇게 번 방문했고 그 기간동안 구입한 물건들을 날짜 순서없이 적어보도록 할게요제 돈주고 산 진짜 리얼 후기입니다 ㅎ. 먼저 대박템 애플 에어팟만원대전에 와싸몰에서 에어팟 새거 샀다고 신난다고 감사일기 썼는데 몇주뒤에 놀러갔다가 잃어버렸어요 ㅠㅠ 그 상실감이란.. ㅠㅠ원래 동생 크리스마스 선물로 에어팟 사주고 싶어서 리퍼 알아보고 있었는데 제것까지 개 구매하게 되었습니다와싸몰에서만 개샀네요 흑 ㅠㅠ구매 인당 개 구매 한정입니다저는 친정엄마가 같이 가서 사주셨어요 그리고 에어팟 사시려면 무조건 시정도에는 와싸몰 층 계단앞에 도착하시는걸 추천합니다. 앞에 줄 선 분들 거의 다 에어팟 사러 오시고 보통 하루 대정도 판매하시는 것 같았어요 ㅎ 오픈하자마자 층 올라가시면 층 직원분이 웃으시며 순서대로 에어팟 손에 들고 나눠주십니다 ㅋㅋ....... .......? 본문 이미지....... .......? 본문 이미지 데스크탑 컴퓨터만원대집에 컴퓨터가 정말 필요해서 고민고민고민하다가 남편이랑 하루 뒷날 가서 결국 지른 컴퓨터에요ㅠㅠ 아직 사용은 못해봤지만 다나사이트에서 하나하나 검색해봐도 인터넷보단 저렴해서 질렀습니다 ....... .......? 본문 이미지....... .......? 본문 이미지 샤오미 미지아 홈캠 만원대집에 다락에 설치하려고 홈캠 알아보고 있었는데 마침 있어서 구매했어요 ㅎ 생각보다 기능도 좋고 하자나 흠 없이 작동도 잘 됩니다 굿 ㅎㅎ....... .......? 본문 이미지....... .......? 본문 이미지 샤오미 보조배터리 만원대샤오미 홈캠 사보니까 샤오미 제품이 생각보다 가성비가 좋더라구요 ㅎ 아이폰이 겨울에는 배터리가 빨리 닳아서 ㅠㅠ 구매했는데 남편이랑 안싸우게 연결잭이 두군데더라구요 ㅋㅋ 둘다 꽂아서 충전하고 잘 쓰고 있습니다....... .......? 본문 이미지....... .......? 본문 이미지 캐리 야채썰기 장난감만원미만며칠전에 야채썰기 장난감 구함 글을 올렸었는데 마침 있어서 바로 구매했어요 ㅎ 아마 구성품 과일이 하나 없는건진 모르겠는데 티도 안나서 저희 애들은 잘 갖고 놀고 있습니다 ㅋㅋ....... .......? 본문 이미지....... .......? 본문 이미지 도시바 외장하드 만원대외장하드도 일할때 잘 써서 보이길래 구매했어요 ㅎ 근데 집에와서 보니 연결 케이블이 없더라구요 ㅠ 그래도 집에 외장하드가 몇개 있어서 같은 케이블이라 사용하는데는 지장 없어서 득템이라고 생각합니다 ㅎ....... .......? 본문 이미지....... .......? 본문 이미지 핑크퐁 춤추는 아기상어만원대출시되었을때 부터 남편이 사고싶어했는데 마침 있어서 둘째 선물로 구매했어요 ㅎ 작동도 잘되고 센서도 인식 잘 되고 좋아요 ㅎ....... .......? 본문 이미지....... .......? 본문 이미지....... .......? 본문 이미지 전자렌지 장난감만원대집에 오븐 맨날 누르는 첫째때매 샀는데 작동 잘되고 좋아해요 ㅎ....... .......? 본문 이미지....... .......? 본문 이미지 도형 끼우기 장난감천원대부속품이 한두개 없는것 같은데 갖고 노는데 지장 없어요 ㅎ 잘갖고 놀아요 ㅎ....... .......? 본문 이미지 핸드폰 삼각대만원대문화센터 가서 아기 사진찍고 동영상 촬영하기 너무 편하더라구요 ㅎ 간혹 리모컨 빠진 제품이 있던데 잘 보고 구매하세요....... .......? 본문 이미지....... .......? 본문 이미지 테팔 후라이팬 미디움 스몰 사이즈 세트만원대후라이팬은 뒷편에 기스 난 제품이 많더라구요 꼼꼼히 검수해보고 구매하세요 ㅎ 그리고 대부분 셋트로 판매하던데 잘 보고 고르세요 ㅎ....... .......? 본문 이미지 설거지통천원대집에 없어서 몰랐는데 있으니 완전 효자템이네요 ㅎㅎ....... .......? 본문 이미지. 기가천원 제품은 정말 작아서 구매 매대에서 자세히 안찾으면 안보이겠더라구요 ㅎ 기가 싸게 잘샀어요....... .......? 본문 이미지. 다음으론중박템 크랩버블천원대일단 구매할 당시 안에 거품세제 기본으로 들어가있던게 터져서 다 새어나온 상태였어요. 날이 추워서 아직 사용은 안해봤어요....... .......? 본문 이미지....... .......? 본문 이미지 기계식 키보드만원대컴퓨터 본체를 질러버려서 키보드도 구매했어요 ㅎ 아직 안써봤어요 ㅎ이제 모니터와 마우스와 스피커만 있으면 되요.. 또르르.......... .......? 본문 이미지....... .......? 본문 이미지 아기 바디워시류각 만원정도애기가 둘이라 바디워시가 진짜 빨리 떨어져서 많이 쟁여놓고 씁니다. 다만 기본 가격 자체가 저렴해서 할인을 해도 와닿는 느낌은 별로 크지 않았어요....... .......? 본문 이미지....... .......? 본문 이미지....... .......? 본문 이미지....... .......? 본문 이미지 코코몽 의사놀이만원대의사놀이는 장난감 하나가 부속이 빠져있었어요. 저는 어차피 저희 애가 하루만에 부서트릴것같아서 있어도 그만 없어도 그만이다 하고 줬어요....... .......? 본문 이미지....... .......? 본문 이미지 타요 비누방울 버블건만원 미만아직 사용 전이에요 ㅎ....... .......? 본문 이미지 원목낚시놀이만원 미만낚시 물고기 한마리가 쇠붙이 하나가 떨어져서 낚시가 안되는것 빼고는 잘 갖고 놀고 있습니다....... .......? 본문 이미지 봉고데기만원 후반친정엄마가 필요해서 사셨어요 ㅎ 작동 잘 되는것 같아요....... .......? 본문 이미지 젖병세정제], 긍정 텍스트 확률 : 100.00%"
"[유아섬유유연제각 천원 미만빨래랑 설겆이를 엄청 자주 하는 편인데 대용량으로 싸게 잘샀어요 ㅎ....... .......? 본문 이미지....... .......? 본문 이미지 중장비 트럭각 천원 후반대중장비 트럭 크고 튼튼하고 가격도 저렴해서 잘 갖고 놀아요 ㅎ....... .......? 본문 이미지. 마지막으로 다음부턴 조심편샴푸만원 미만샴푸 자주 떨어져서 좋다고 통 사서 친정엄마 하나 드리고 저흰 집에왔는데 깨져있는걸 이제 발견했어요ㅠ 저는 그냥 테잎으로 붙여서 사용은 할 수 있을거같아요 ㅎ....... .......? 본문 이미지....... .......? 본문 이미지 락앤락 냄비만원 후반대이유식 재료 데치고 육수 내기 용으로 사용하려고 사왔는데 집에 와서 보니 약간의 칠벗겨짐이 있었네요ㅜ 애기 재료 삶는용이라 그냥 씁니다 ㅎ....... .......? 본문 이미지....... .......? 본문 이미지이 외에도 사진이 없어서 못올렸지만 헤어트리트먼트], 긍정 텍스트 확률 : 99.53%"
"[키친툴 등 구매했는데 잘 쓰고 있습니다 ㅎ 그리고 오늘 연년생 쌍둥이유모차 아침일찍가서 줄서서 득템했는데 프레임이 부숴져서 ㅠ 가격도 만만찮은 것이라 다시 와싸몰에 갖고 갔더니 흔쾌히 환불해주셨습니다환불 보다는 그 제품을 꼭 쓰고싶었는데 아쉬웠어요 ㅎㅎ다음은 와싸몰 구매하실때 참고하실만한 입니다👌카드가 현금가 동일합니다👌밴드 가입 먼저 하시고 이벤트 참여하셔서 추가할인 꼭 받으세요가 크더라구요👌꼭 필요한 물건이 있으시면 시전후로 가세요무조건 일찍실내에서 기다리므로 추위에 떨지 않아도 됩니다우리는 수협 줄서기를 경험해본 사람이죠 ㅠ 이정도 줄은 껌입니다😂👌밴드에 미리 사장님이 올려주시는 매장진열사진을 보고 필요한 물건들을 메모해가세요👌장바구니나 장보기캐리어 꼭 가져가세요 생각보다 살게 많은데 놔둘데가 없어요👌혼자 보다는 여럿이 가는게 좋아요👌눈으로 보고 고민하지 마시고 일단 손에 들고 고민하세요 ㅋ 누가 바로 옆에서 들고갑니다 ㅋ👌오후에 몇가지 더 갖다놓으시기도 하더라구요 ㅎ 오후에 시간되시는 분들도 포기하지 마시고 한번 가보세요 ㅎ👌전자제품은 가운데에서 콘센트 꽂아보고 작동되는지 확인해보고 가세요👌최대한 검수 해서 사세요펌핑 제품은 입구 플라스틱 부서진게 많았고 장난감이나 전자제품은 간혹 작은 부품이 없었어요. 그 자리에서 인터넷으로 동일 상품 검색해서 구성품 다 있는지 꼭 확인하고 사가세요👌집에 가져가셔서 작동해보고 안되는것], 긍정 텍스트 확률 : 99.34%"
"[혹시 필요한 물건이 여러가지면 저 순서대로 가서 집으세요 ㅋ지극히 개인적인 생각과소비할까봐 남편이랑 친정엄마랑 계속 같이갔는데 카드를 엄청나게 긁어버리고 일 연속으로 갔네요 ㅠㅠㅋ 사장님이 저희 알아보시더라구요 ㅠㅠㅋㅋ 그만큼 살것도 많고 다들 살만한 가격이였던 구매후기입니다👍 이제 할부 갚을일만 남았네요😂요즘 날이 춥고 육아에 지쳐서 그런지 탕진잼이 너무 중독성이 강하네요 ㅋㅋㅋ 솔직히 마음껏 사도 가계경제에 무리가 갈 정도는 아니니 한번씩 아기 남편분께 맡겨두고 스트레스 풀러 가세요 ㅋㅋㅋ 소확행 방법으로 추천합니다 ㅎ 아기 데리고 가면 아기가 층에 장난감 매장 내려가자고 엄청 울더라구요 ㅠㅠ 옆에서 보면 어머님이 넘 힘들어보였어요전부 제돈주고 산 리얼 후기구요 ㅋㅋ 전 이곳과 아무 관계 도 없습니다 ㅋㅋㅋ 그래두 가까운곳에 이렇게 친절하고 좋은 리퍼샵이 생겨서 넘 좋아요모두들 와싸몰에서 득템하시길❤️ 달리세요ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 99.94%"
