"[ 이번주에도 어김없이 하이브리유모차꺼내들고 놀러갔다왔지용현재 승차하고 계신분은 우리집 둘째 두콩이너무 숙면하길레 집에서 지하주차장까지만 태웠어요 ], 긍정 텍스트 확률 : 63.31%"
"[풋브레이크는 가운데에 있어요 풋브레이크가 오른쪽에 달린 유모차가의외로 정말 많은데요..그게 또 그렇게 불편할 수 없어요 ㅠㅠ하이브리드는 정말 모든걸엄마와 아이에게 불편하지 않게 맞춰져나온 제품인 것 같아 좋네요], 긍정 텍스트 확률 : 91.19%"
"[헿.. 빨리 태우고 싶음..아직까진 집에서만 태워봤거든용 ㅋ낼 모래 친정식구들이랑 나들이 가기로 했는데그때 처음으로 태워볼거에요 집에서 잠깐 사용할때도 핸들링 좋았는데밖에서는 얼마나 좋을지 기대중 ], 긍정 텍스트 확률 : 92.43%"
"[ 폴딩하는 방법은 다음 후기에 보여드릴게요 지금은 쑥 접어서 가방에 넣어 보관중], 긍정 텍스트 확률 : 58.11%"
"[ 얼마전 휴대용유모차 캐비플러스에서하이브리드 런칭특가 이벤트가 있는게 아닌가 ], 긍정 텍스트 확률 : 52.98%"
"[ 친정을 자주가다보니 휴대용유모차를친정에 둬서 집앞카페에 갈때도 디럭스유모차를 낑낑 끌고 다녔었는데 좋은 기회가휴대용과 절충형이 하나로 만난 하이브리드 기동성운반과보관폴딩 내구성드라이빙맞춤시트유모차가 갖춰야할 장점을 다 갖춘 ], 긍정 텍스트 확률 : 52.38%"
"[ 말보다는 직접 보여드리는게 최고죠?ㅎㅎ두구두구두구 하이브리드 휴대용유모차개봉박두의 시간입니다 박슈 ], 긍정 텍스트 확률 : 98.79%"
"[펼쳤을땐절충형 드리이빙을 보여주는 유모차인데요.아이의 승차감과 엄마의 핸들링을 생각했으며쉬운 폴딩과 보관이 편한 사이즈로 한번 더 저의 마음을 빼앗았어요 ㅎㅎ 상자를 열자마자굳굳 말하지않아도 알아요 ㅎㅎㅎ ], 긍정 텍스트 확률 : 99.98%"
"[ 지금 런칭기념 이벤트로유모차구매시 하이브리드 유모차 보관가방도함께 주는데 잊지않고 같이 와줬네요뿐만이니라 도모도모 유모차라이너와블랭킷도 추가증정중이니 얼른 겟겟하시라우 ], 긍정 텍스트 확률 : 88.72%"
"[ 서은이도 기다리다가 지친다...ㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 85.54%"
"[ 서은이도 유모차가 맘에 드는지개봉전부터 계속 주위를 맴돌더니유모차를 펼치자마자 나를 태워라애미야하고 있네요 ㅋㅋㅋㅋㅋ그리고캐노피가 풀로 덮어져서 너무나 좋았어요.항상 햇빛에게서 서은이가 다 가려지지않아아쉬움이 많았는데 하이브리드는 역시 ], 긍정 텍스트 확률 : 91.77%"
"[ 또한메쉬 통풍창으로 확장되는 캐노피덕에햇빛을 완벽하게 가려주기도 하고 메쉬창으로아이의 상태를 계속 확인도 가능하니엄마에게도 아이에게도 좋은 ], 긍정 텍스트 확률 : 97.38%"
"[ 단 어깨끈 조절도 가능하여앉은키에 맞게끔 촥촥 점식 안전벨트로한번 더 아이를 안정하게 촥촥촥ㅎㅎ어깨], 긍정 텍스트 확률 : 67.46%"
"[그리고 탄탄한 내부재에폭신함을 더해 아이가 편안하게유모차 타는거 싫어하는 애들 다 일루와ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 90.77%"
"[ 장바구니 필수죠. ], 긍정 텍스트 확률 : 59.37%"
"[상세 설명 참조 ], 긍정 텍스트 확률 : 73.17%"
"[상세 설명 참조세일중 ], 긍정 텍스트 확률 : 74.34%"
"[직접 보신 제품 정보는 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 67.30%"
"[ .?캐비캐비.?유아동유아동 .?설명설명.?웨건웨건 ], 긍정 텍스트 확률 : 71.42%"
"[해당 글은 제휴 파트너 광고로써 일정 커미션 지급을 받을 수 있습니다. ], 긍정 텍스트 확률 : 79.14%"
"[주말에는 더 많은 사랑을 주며신나게 여행도 다니고 즐겁게 사는것도 나쁘지 않을거 같아요 ㅋ워킹맘으로써 힘든 부분도 있지만], 긍정 텍스트 확률 : 98.43%"
"[마음이 넓어졌 ...], 긍정 텍스트 확률 : 92.09%"
"[ 덕분에 김서방은 집안일에 대해 할일이 더 많아져 힘들겠지만 .. ㅋ무튼 ... 앞으로도 종종 이렇게 빼꼼 얼굴 비출테니 관심 끊기없슈♥ . . . ], 긍정 텍스트 확률 : 99.01%"
"[ 오늘은 오랜만에 육아용품 포스팅을 들고왔어요얼마 전 저희집에 새로 들어온], 긍정 텍스트 확률 : 89.96%"
"[지효 생후개월기존에 사용하고 있던 리안솔로 절충형 유모차가 있었고], 긍정 텍스트 확률 : 55.51%"
"[뺐다가를 할 수 있어서 좋았네요 ㅋ], 긍정 텍스트 확률 : 89.67%"
"[ 하이브리드유모차 는 휴대용이지만 여유있는 바구니를 가지고 있어요 ㅋ 휴대용유모차에는 바구니가 안달려있는 경우도 많은데 세상만족스럽♥ ], 긍정 텍스트 확률 : 97.89%"
"[안정감이 느껴지는 뒷바퀴 ], 긍정 텍스트 확률 : 69.87%"
"[ 김서방과 제가 하이브리드 유모차에대해 감탄했던것중 가장컸던게 바로 핸들링 ...], 긍정 텍스트 확률 : 98.75%"
"[휴대용 유모차답지 않은 부드럽고 안정감이 느껴지는 핸들링 이 정말 너무 좋았는데그 핸들링과 안정감이 느껴질수 있었던 이유는 이 크디 큰 뒷바퀴때문이라고 해요안그래도 만족스러운데 디자인까지 세상 쓸때없이 예쁜 바퀴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 자동차 휠 예쁜거 볼 때 기분좋은 이 느낌적인 느낌은 뭘까요 ㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 94.61%"
"[ 자유자재로 각도를 조절할수 있는 스트랩 위 사진은 제일 눕혔을때에 모습이에요생각보다 정말 완전 많이 눕혀지죠 ??????? 요즘 외출했을때에 지효 분유먹이기에 너무 편해졌어요 ㅋ 하이브리드에 눕혀놓고 젖병 쥐어주면 나름 컸다고 혼자 젖병들고 쫍쫍 ㅋㅋㅋㅋ근데 단지 개인적으로 아쉬운 부분이 있었어요 ㅠㅠ휴대용 유모차들이 보통 이렇게 각도 조절을 할 수 있도록 스트랩을 많이 달아놨지만스트랩 자체가 저는 불편하더라구요 ㅠㅠ .... 어렵거나 그런건 없지만 서도아무래도 그냥 누르는 형식은 서서 각도 조절을 할 수 있으나], 긍정 텍스트 확률 : 99.47%"
"[앞바퀴 고정장치도 있는데 처음에 몰랐던지라 사진에 못담았어요 ㅠㅠ ], 긍정 텍스트 확률 : 76.49%"
"[다음번 리뷰때 소개해 드릴께요 ], 긍정 텍스트 확률 : 79.87%"
"[ 그냥 밀기만 했는데 뭐가 저렇게 그냥 접혀?? 처럼 보이죠?? ㅋ 유모차 펼때와 같이 손잡이 쪽에 있는 조작 방식으로 접는것도 순식간에 후루룩 ㅋㅋㅋㅋ 이거 때문에 김서방이 너무 편하고 좋다고 신나시고 ㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 83.67%"
"[ 접혀져 있을때에도 정말 작은 사이즈로 누가봐도 휴대용유모차 ㅋ 근데 ... 접혀있을때마져 세상 예쁜거 실화인가요 ♥ ], 긍정 텍스트 확률 : 99.99%"
"[핸들링을 자랑하는 요녀석 ...애가 둘이 되면서 외출할때마다 항상 짐이 많아 트렁크에는 이미 범보의자부터 시작해서이것저것 가득 차 있어 집에 있는 절충형 유모차는 가지고 다닐 생각조차 하지 않았어요 ...요즘은 워낙에 어딜가나 유모차 대여 시스템이 있기 때문에 그러나 유모차 대여는 뭔가 위생적인 부분에 있어서 집에서 개인적으로 사용하는것 보다는 찜찜하잖아요 ㅠㅠ ..그러나 이젠 항상 차 트렁크에 하이브리드를 넣고 다니기 때문에 언제 어디서든 편하게 유모차를 따악 ㅋㅋ 언제 어디서 어떻게 사용될지 모르니 항상 차 안에 보관하고 다니고 있네요 여러모로 요즘 넘나 사랑스러운 하이브리드 ... ], 긍정 텍스트 확률 : 91.53%"
"[ 조만간 지환이], 긍정 텍스트 확률 : 51.21%"
"[위 제품은 해당업체로부터 무상으로 지원받아 작성된 후기입니다 ], 긍정 텍스트 확률 : 52.97%"
"[하이브리드 유모차 색상은 가지가 있어요샤인블랙샤인그레이그레이브라운스톤저는 샤인그레이로 겟완전 고민했지만 질리지 않는 그레이 색상과 가죽의 느낌을 고스란히 느낄 수 있는 샤인그레이 에이 퐉퐉 꽂혔어요ㅋ ], 긍정 텍스트 확률 : 93.18%"
"[박스를 여는 순간 어메이징컴팩트 사이즈로 접혀있는 모습이지만갈색 가죽이 고급스러움을 물씬 풍겨줘요 ], 긍정 텍스트 확률 : 63.43%"
"[뒤에 버클로 등받이 각도를 세밀하게 조절할 수 있어요대부분 휴대용은 등받이 조절이 잘 되지 않아재울때 참 불편한데 아이상황에 맞춰 조절이 가능하네요 ], 긍정 텍스트 확률 : 79.99%"
"[그리고엄마들에게 꼭 필요한 장바구니정말 무늬만 장바구니인척하는걸 많이 봤는데넣고 빼기 편하고 커다란 장바구니가 마음에 쏙 드네요이와중에도 눈에 확 들어오는유모차 휠많이 멋짐♡ ], 긍정 텍스트 확률 : 99.71%"
"[그리고 가장 매력적인 장점은 역시한손폴딩 아니겠어요 ], 긍정 텍스트 확률 : 93.36%"
"[다음에는 쌍둥이들과 외출한 사용후기 적어볼게요 .. 지금은 런칭특가중얼른 겟겟⏬⏬ 위틀스토어 ⏬⏬ ], 긍정 텍스트 확률 : 93.61%"
"[보신 제품은 쿠팡 물품으로 일시 품절이 될 수 있습니다. ], 긍정 텍스트 확률 : 63.68%"
"[이 글은 제휴가 포함되며 광고로 일정 커미션을 지급받을 수 있습니다. ], 긍정 텍스트 확률 : 75.68%"
"[아기개월차휴대용유모차를 샀어요 ㅎㅎ고급진색상으로 선택 ㅎ원터치로 접히고], 긍정 텍스트 확률 : 94.47%"
"[펼칠수있어서 좋고무엇보다 자 바가있어서 맘에들어요 아기등받이가 안전하고 푹신한느낌이라아가가좋아하네요 만족입니다 ㅎ본후기는 제품을 할인받아 작성된 리뷰입니다 .?휴대용유모차], 긍정 텍스트 확률 : 96.83%"
"[ .?유모차추천유모차추천 ], 긍정 텍스트 확률 : 87.93%"
"[ 하이브리드유모차 설명서 보다 친절한 사용후기 ], 긍정 텍스트 확률 : 58.04%"
"[ 부릉부릉 씽씽 신나게 달리는 유모차에서 호야가 까꿍하며 인사하는 모습으로 포스팅을 시작해봅니다사실 일상속 주행에서 셀프로 아이와 함께하는 사진을 촬영하기란 참 힘들더라고요. 그래서 오늘은 남편이 주행하는 사진들을 쭉 보여드리고 사용설명서를 펼치지 않아도 제 포스팅만 보면 오 이렇게 하면 되는군 하는 친절한 실제 사용후기를 남겨볼까 합니다.], 긍정 텍스트 확률 : 54.48%"
"[그동안 사용하면서 느낀 장점들 ], 긍정 텍스트 확률 : 74.06%"
"[비탈진 곳에서의 주행이 매우 안정감 있어요. 바퀴의 흔들림이나 차체의 흔들림이 적고], 긍정 텍스트 확률 : 94.45%"
"[실제로 정말 빠른 속도로 달렸음에도 호야는 매우 안정적으로 유모차를 타고있어요. 영상 보시면 속도 체감이 되시려나요? 저 헐떡거립니다 ㅋㅋㅋ왜 그런거 있잖아요 경차가 고속주행에서 흔들림을 느끼는 것 처럼 어쩌면 유모차도 그런 논리를 적용해볼 수 있을 것 같은데 워낙 견고하게 설계된 본체가 이런 속도를 다 잡아주는것 아닐까 생각했어요. ], 긍정 텍스트 확률 : 76.14%"
"[ 호야처럼 어린 친구들에겐 다리 각도를 일자로 해서 편하게 탑승하게 하고 다리가 길어 점점 삐져나오는 아이들에겐 각도 조절을 할 수 있게 하면서 더 길어지면 편안하게 발받침도 이용할 수 있게 되어있죠. 그 외에 시트폭이나 안전벨트 역시 모두 배려한 모습이에요. ], 긍정 텍스트 확률 : 66.73%"
"[현관은 더욱 쾌적하게 폴딩 후 셀프 스탠딩이 안정적이라서 현관에 그냥 세워둬도 좋고 트렁크에 부담없이 넣기도 좋아요. 쉬운 폴딩도 좋지만 폴딩 결과도 좋아야 진짜 좋은거잖아요? 멀리 떠나고 싶을때], 긍정 텍스트 확률 : 97.96%"
"[설명서가 필요한 순간], 긍정 텍스트 확률 : 89.87%"
"[ 앞서 언급한 것과 같이 설명서가 필요한 순간이 찾아올때가 종종 있어요. 이 후기를 통해 그 순간을 잘 해결하실 수 있기를 바라며 실제 사용하면서 읭? 하게 됐던 포인트 몇가지를 공유합니다. ], 긍정 텍스트 확률 : 99.43%"
"[오른쪽이 개봉 후 벨트위치 조정한 상태에요. 호야가 아무래도 조금 성장했으니 중간보다는 제일 위가 좋겠더라고요. 반대로 조금 더 어린 아기들에게는 제일 아래가 좋겠죠?총 단으로 구성된 안전벨트의 조정은 뒷판을 열어서 가능해요. ], 긍정 텍스트 확률 : 97.86%"
"[ 요렇게 살짝 까꿍 하며 들어서 하셔도 되지만 조금 더 편하게 하시려면 옆에 똑딱이도 다 열고 하시는게 좋아요. 저는 제일 위로 벨트 위치를 바꾸는거라 수월했지만 가장 아래로 내리는 경우라면 조금 힘들겠다 싶더라고요. ], 긍정 텍스트 확률 : 94.07%"
"[ 평소 유모차 라이너를 잘 사용하지 않기도 했고 요렇게 구멍형으로 생긴 라이너를 처음 써봐서 찾아봤지 안그랬으면 아마... 계속 바 분리는 영영 안했을 것 같아요 ㅋㅋ... 뭐 호야가 자라서 안전바 없이 탑승할 개월수가 된다면 모를까?ㅎㅎㅎ ], 긍정 텍스트 확률 : 90.18%"
"[ 여담이지만], 긍정 텍스트 확률 : 70.99%"
"[바 색상 너무 예쁘지 않나요. 이 가을의 색상입니다 진정으로], 긍정 텍스트 확률 : 90.20%"
"[정말 브라운스톤이 최고입니다 ㅜㅜ ], 긍정 텍스트 확률 : 97.98%"
"[ 정답은 이렇게 어깨끈으로 활용할 수 있는 끈입니다.함께 동봉된 유모차 전용 가방도 있긴한데 이렇게 쓱 들쳐매는 것도 나쁘지 않더라고요. 매번 느끼지만 .가 이렇게 가벼웠나 싶습니다. 무게 다시 재보고 싶은 충동이 뽀작뽀작 ], 긍정 텍스트 확률 : 99.09%"
"[ 등받이 조절 역시 뒤에 끈을 쫙 당겨주거나 훅 풀어주면 끝 너무 쉬워서 설명이 더 필요없지만 그래도 예쁜 유모차 보시라고 올려봐요. ], 긍정 텍스트 확률 : 98.53%"
"[시트 내부에 있는 가죽들은 정말이지 매력포인트 그 자체 자랑하고 싶은게 참 많은 하이브리드 유모차 알차게 꼭꼭 담아낸 리뷰였는지 모르겠어요. 이 전 리뷰도 꼭 참고하셔서 사용하시는데에 있어 큰 불편 없으시길 바라며 혹시 휴대용유모차 고민하고 계시다면 실용적인 하이브리드 캐비플러스도 꼭 고려해보시길 바래요.혹시 궁금하신 점 있다면 댓글주시면 언제든 달려와서 답변 하겠습니다. 소통은 언제나 즐겁거든요], 긍정 텍스트 확률 : 99.65%"
"[업체로부터 제품을 제공받아 작성한 후기입니다. ], 긍정 텍스트 확률 : 63.46%"
"[위틀스토어에서 새롭게 런칭한 하이브리드 유모차 캐비플러스], 긍정 텍스트 확률 : 69.18%"
"[비닐 포장으로 한번더 꼼꼼하게 컬러는 블랙이 아닌 브라운으로 선택했어요 그 동안 사용했던 유모차컬러는 모두 블랙이었는데요], 긍정 텍스트 확률 : 61.99%"
"[ 수화물로 보낼 때 때가 타거나 기스생길걱정이 없어요 손잡이 끈이 있어 들고 다니기도 편하구요], 긍정 텍스트 확률 : 87.58%"
"[이렇게 유모차가 한번에 펴져요 유모차를 펴소 엄청 놀랐는데요], 긍정 텍스트 확률 : 55.30%"
"[ 길이가 무려 라 제 가슴팍까지 올라오더라고요키가 작은 저에겐 조금 높다는 느낌? ], 긍정 텍스트 확률 : 95.13%"
"[제가 하이브리드 유모차를 보고한눈에 반한건 바로 요 섀시 때문이예요견고하기도 하지만], 긍정 텍스트 확률 : 50.93%"
"[엄청 럭셔리해보였달까요 차체 흔들림을 최소화하여 최대 까지 견딜 수 있고 무게 분산으로 주행중 쉽게 흔들리거나 넘어지지 않아요 ], 긍정 텍스트 확률 : 88.04%"
"[앞바퀴에 비해 높은 뒷바퀴로 안정적인 승차감 충격 완화 장치로흔들림 방지가 제대로 되는 휴대용 유모차예요 실제로 보면 뒷바퀴가 엄청 큰데요 제가 그 동안 사용했던 유모차들과는 확연히 다른 모습이예요], 긍정 텍스트 확률 : 94.67%"
"[단 조절 가능한 캐노피로 햇빛을 완벽하게 차단해줍니다 매쉬창을 연결하면 연장하여 사용 가능하고], 긍정 텍스트 확률 : 91.74%"
"[ 아기의 상태도 수시로 확인할 수 있어요], 긍정 텍스트 확률 : 76.84%"
"[가랑이를 잡아주어아기가 주행중 일어날 수 없도록 해줘요], 긍정 텍스트 확률 : 76.79%"
"[원스텝 브레이크로 한번의 터치로 뒷바퀴를 모두 제어 할 수 있답니다], 긍정 텍스트 확률 : 78.77%"
"[ 아래쪽에는 제법 넉넉한 장바구니도 있어 짐을 올려놓기 좋구요 요건 나중에 실제 장보면서 파헤져볼께요 ], 긍정 텍스트 확률 : 53.56%"
"[자고 있던 찰떡이를 깨워 유모차에 탑승시켰어요 ㅋㅋ처음엔 징징거리더니], 긍정 텍스트 확률 : 84.47%"
"[이내 편한지 좋아하더라고요], 긍정 텍스트 확률 : 82.89%"
"[실용성을 모두 갖춘하이브리드 유모차 캐비플러스 왜 대세 휴대용유모유모차인지 언박싱 만으로도 느껴졌어요 두번째 후기는나들이 다녀와서더 생생하게 남겨보도록 할께요], 긍정 텍스트 확률 : 93.47%"
"[ 휴대용유모차 하이브리드와이드시트 굿 ], 긍정 텍스트 확률 : 89.91%"
"[휴대용유모차 하이브리드와이드시트 굿 ], 긍정 텍스트 확률 : 89.91%"
"[안녕하세요아율짱이에요율이가 서울 이모랑 외삼촌 집에 가는 때가 많은데그때마다 유모차를 가지고 다닐수도 없고해서이모랑 외삼촌 집에 간편하게 둘 수 있는휴대용유모차 를 가져다 놓기로 했어요. ], 긍정 텍스트 확률 : 71.19%"
"[뒷바퀴가 커서 안정된 주행이 가능하고바퀴 모두 서스펜션이 적용되어있어노면에서 받는 충격을 흡수하고 완화할 수 있어요 ], 긍정 텍스트 확률 : 61.16%"
"[넉넉한 장바구니가 장착되어있고폴딩 후 멜 수 있는 어깨끈이 있어요. ], 긍정 텍스트 확률 : 76.26%"
"[점식 안전벨트로 탄탄하게 잡아줄 수 있어서어깨], 긍정 텍스트 확률 : 97.43%"
"[그리고 율이는 자 안전가드가 있는 휴대용유모차를처음 타보는데요다른것보다 좀 편해 하더라구요.주행할 때 자동차나 자전거의 운전대 느낌을 받나봐요.이리저리 움직이면서 재미있어 하더라구요], 긍정 텍스트 확률 : 55.01%"
"[해당 업체로부터 무상제공 받아 작성된 후기 입니다 ], 긍정 텍스트 확률 : 51.13%"
"[하이브리드유모차총가지샤인블랙샤인그레이그레이브라운스톤 색상중], 긍정 텍스트 확률 : 74.49%"
"[브라운스톤이랍니다 ], 긍정 텍스트 확률 : 57.95%"
"[글씨와 브라운컬러의 인조가죽이 눈에 딱손잡이도 고급스런 브라운컬러 ], 긍정 텍스트 확률 : 69.90%"
"[ 상품포장도 깔끔하게 왔답니다가위로 싹둑 싹둑 잘라보았어요 ], 긍정 텍스트 확률 : 72.60%"
"[ 또 너무 쉬운 유모차 피기], 긍정 텍스트 확률 : 63.94%"
"[하이브리드캐비플러스 유모차는 원스탭 브레이크로 뒷바퀴 사이에 있어서 편하더라구요 ], 긍정 텍스트 확률 : 50.35%"
"[하이브리드캐비플러스 유모차 담을 수 있는 가방까지 있으니보관도 깨끗하게 할 수 있답니다 ], 긍정 텍스트 확률 : 77.01%"
"[튼.튼.이가 유모차를 너무좋아서 ], 긍정 텍스트 확률 : 90.15%"
"[아이쥬가 더 좋으네요장점많은 하이브리드 캐비플러스 유모차 ], 긍정 텍스트 확률 : 68.12%"
"[ 날좋을때 외출하자지금은 미세먼지가 ], 긍정 텍스트 확률 : 60.70%"
"[ 다음번엔 ], 긍정 텍스트 확률 : 69.13%"
"[하이브리드캐비플러스 유모차 타고 외출하는 폿팅 올려보께용 ...?...? ...? ], 긍정 텍스트 확률 : 69.12%"
"[개월전후부터 탈수있다고는 되어있는데 라이너하니 괜찮았어요 근데 디럭스처럼 앞보기로는 안되요], 긍정 텍스트 확률 : 96.64%"
"[앞보기가 안되는게 아쉽네요 돌까진 앞보기 되는게 아기한테 좋다던데], 긍정 텍스트 확률 : 84.37%"
"[차량 트렁크에 들어갈까요?? 사고싶은데 사이즈때문에 고민이에요 ㅠㅠ], 긍정 텍스트 확률 : 98.09%"
"[아아 저도 이거 사려고 알아보는 중인데 다 광고글 같아서 망설이는 중인데 후기 감사해여], 긍정 텍스트 확률 : 76.48%"
"[ 안녕하세요. 혹시 애기 옷에 관한 설문 하나 부탁드려도 괜찮을까요?. .], 긍정 텍스트 확률 : 85.47%"
"[ 무엇보다도 핸들링과 승차감이 너무 좋은거 같아서 탐나더라구요], 긍정 텍스트 확률 : 96.93%"
"[ 좋아보여요 ], 긍정 텍스트 확률 : 57.56%"
"[네 감사해요 휴대용 유모차 두대 사용하다가 정착했어용], 긍정 텍스트 확률 : 80.02%"
"[하이브리드 뒷바퀴가 커서 좋더라구요 ㅎ], 긍정 텍스트 확률 : 95.50%"
"[뒷바퀴가 커서 확실히 더 안정적인것 같아요 흔들림도 적구요], 긍정 텍스트 확률 : 51.18%"
"[너무이쁜데요 전그레이좋아해스 취저취저♡], 긍정 텍스트 확률 : 90.86%"
"[기내반입형이라서 마음에 드네요], 긍정 텍스트 확률 : 83.87%"
"[ 안전하게 거래할 수 있는 곳이네요], 긍정 텍스트 확률 : 96.15%"
"[이 곳이 아주 좋은 것 같아요], 긍정 텍스트 확률 : 68.67%"
"[시세 알기도 힘든데 정보많이 준다니 감사하네용], 긍정 텍스트 확률 : 90.85%"
"[어떻게 사야 잘샀다고 소문날수있을지....], 긍정 텍스트 확률 : 61.37%"
"[궁금한점 많이 알아갑니다. 좋은하루되세요], 긍정 텍스트 확률 : 58.59%"
"[행복한 하루되세요 덕분에 좋은거 알아갑니다.], 긍정 텍스트 확률 : 88.37%"
"[ 전 캐비 하이브리드윰차 한달가량 사용중인데 생각보다 편해서 요즘 매일 요것만 끌고 다녀요폴딩 쉽고 핸들링 좋아서 만족스러워요 그리고 장바구니도 넓은 편이라 좋아욤], 긍정 텍스트 확률 : 95.73%"
"[ 넓직넓직하니 마음에 드네요 튼튼해서 휴대용안같아보여요], 긍정 텍스트 확률 : 70.66%"
"[ 하이브리드 윰차 휴대용인데도 기능과 장점이 넘 많은듯 해요 ㅎㅎ], 긍정 텍스트 확률 : 97.01%"
"[ 유모차도 괜찮고], 긍정 텍스트 확률 : 94.71%"
"[유모차 끄는 모습의 사진이 예뻐요. 유모차 디자인도 예뻐요], 긍정 텍스트 확률 : 88.57%"
"[짐싣고도 핸들링 좋다니 휴대용 치고 정말 좋은듯 ㅎㅎ], 긍정 텍스트 확률 : 98.49%"
"[ 시공 가격이 궁금하군요 저도 하고 싶어지네요..], 긍정 텍스트 확률 : 58.48%"
"[넵..순정으로도 하이브리드가 나오면 좋겠네요. 아반떼나 포르테 같은 망작 말구요.ㅋㅋ기술이 개발되어서 로도 를 대체할 정도가 된다는데], 긍정 텍스트 확률 : 58.56%"
"[배기량 기준때문에 택시에 적용이 안된다면 하이브리드에 특성화시켜도 좋을텐데 말이죠. 현실은 모르는 소비자의 한마디 입니다.ㅋ], 긍정 텍스트 확률 : 70.97%"
"[가격은 여기에 올려도 될지 모르겠습니다.쪽지로 보내드렸습니다.], 긍정 텍스트 확률 : 79.75%"
"[쪽지드렸어요], 긍정 텍스트 확률 : 66.13%"
"[와 엄청난 정보네요 ㅎㅎ 가격이 궁금한데 귀띔가능하실까요..], 긍정 텍스트 확률 : 96.84%"
"[쪽지드렸습니다], 긍정 텍스트 확률 : 66.13%"
"[ 람빠님저희 오키나와 달인 통해 예약해 주셔서 감사합니다 항상 댓글과 유익한 게시글로 많은 회원님들께 도움이 되어 주시고 이렇게 렌터카 후기까지 남겨 주셔서 감사합니다회원님들이 가장 궁금해 하시는 부분이기도한 트렁크 수납부분을 속시원하게 보여주셨네요앞으로도 많은 이용 부탁드리겠습니다 ], 긍정 텍스트 확률 : 99.93%"
"[자세한 설명 잘 봤습니다 감사해요], 긍정 텍스트 확률 : 89.30%"
"[오 트렁크 수납이 좋은데요참고에 도움 되었습니다 감사합니다], 긍정 텍스트 확률 : 92.52%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[람빠감사해요. 저는 두명가는데 좀 커서 아쿠아로 다시 예약했어요. 수고하세요], 긍정 텍스트 확률 : 63.99%"
"[알씨 꾸미기입니다], 긍정 텍스트 확률 : 70.45%"
"[완전 세세한 후기 감사합니다렌트카때문에 계속 고민중이었는데 유용한 정보예여. 참고할게요], 긍정 텍스트 확률 : 97.19%"
"[대단하세요], 긍정 텍스트 확률 : 84.46%"
"[옙 꼭 가시는 날짜에 예약이 가능해서 잘 다녀오시길 바랍니다], 긍정 텍스트 확률 : 73.08%"
"[글 잘 봤습니다. 저두 같은 차량으로 예약 해야 겠네요. 감사합니다.], 긍정 텍스트 확률 : 75.22%"
"[카시트 등을 생각해서 좀 넓은 걸로 하자 했는데 말씀해 주신걸 보니 안심이네요.감사합니다], 긍정 텍스트 확률 : 97.17%"
"[ 요즘 날씨가 넘 추운데 방풍커버가 있어 걱저이 없겠어요. 폴딩도 쉽고 핸들링도 좋다니 사용해보고싶어요], 긍정 텍스트 확률 : 82.32%"
"[ 저도 이거 쓰는데 편해요 ㅎㅎ 넘 잘쓸거같아용], 긍정 텍스트 확률 : 90.15%"
"[ 저도 대 초중반 하브 익스스입니다ㅋ돌쟁이아기키우고있어요 신생아용 디럭스급유모차는 분리해서 실어야할거같구요 접이식 유모차는 잘들어갑니다 요요 라고 국민유모차에요 그렇게 심하게 작지는 않지만생각하시면안돼요 ], 긍정 텍스트 확률 : 69.08%"
"[접이식 구매하시면 됩니다.리안 레오나 그램 등등 많습니다.], 긍정 텍스트 확률 : 72.30%"
"[ 왕 저도 그거 괜찮아보엿는데 후기가 없어서ㅠㅠ아쉬웟어요 매장도 없구ㅠ], 긍정 텍스트 확률 : 88.71%"
"[저는 너무 편하게 잘 사용하고잇어요 핸들링도 좋구요 그리고 진짜 접었다 폈다가 너무 쉬어워 어디든 가지고 다니면서 사용하고 있어요], 긍정 텍스트 확률 : 99.53%"
"[안전바인가 그거 있어서 좋더라구요 절충형으로 다른 윰차보다 저렴한 금액으로 편하게 쓰실려면 추천드립니다], 긍정 텍스트 확률 : 93.10%"
"[여기 업체에서 할수잇게 되게 애써주셔서 너무 감사햇어요], 긍정 텍스트 확률 : 90.91%"
"[그덕에 저는 이렇게 기쁜마음으로 성공을 할수잇엇어요], 긍정 텍스트 확률 : 67.04%"
"[지방사람입니다 좋은차만나고싶은데 여기 어딘지 알수잇을까요], 긍정 텍스트 확률 : 71.05%"
"[시간도 엄청 공들여서 봐주시는데 원가판매면 ㅠㅠㅠ남는게 잇을까 걱정하면서도 꼼꼼하고싶은게 욕심이죠], 긍정 텍스트 확률 : 94.29%"
"[좋은차 만나셨다니 정말 축하드리고 싶네요], 긍정 텍스트 확률 : 92.86%"
"[남자친구랑 같이 여기 갔다온적잇는데 그때 구매 하려다가 뭐때문이여서 밀려가지구 못햇는데 다시갔을때 진짜 다기억해주시고 두배친절하게 잘해주셧어요 ㅠㅠ], 긍정 텍스트 확률 : 92.77%"
